
[Name]
fluid

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity u_Scalar [ m s^-1 ], Velocity v [ m s^-1 ], Velocity v_Scalar [ m s^-1 ], Velocity w [ m s^-1 ], X [ m ], Y [ m ], Z [ m ]
4.57199991e-01, 2.77452059e-02, 5.00000024e-04, 2.70427694e-03, 1.85736101e-02, 1.85736101e-02, 6.57311393e-05, 6.57311466e-05, 0.00000000e+00, 4.57199991e-01, 2.77452059e-02, 5.00000024e-04
4.54659998e-01, 2.77448297e-02, 5.00000024e-04, 2.84243142e-03, 1.85667332e-02, 1.85667332e-02, 6.59166326e-05, 6.59166399e-05, 0.00000000e+00, 4.54659998e-01, 2.77448297e-02, 5.00000024e-04
4.52120006e-01, 2.77444534e-02, 5.00000024e-04, 2.98090978e-03, 1.85598210e-02, 1.85598191e-02, 6.61062586e-05, 6.61062586e-05, 0.00000000e+00, 4.52120006e-01, 2.77444534e-02, 5.00000024e-04
4.49580014e-01, 2.77440771e-02, 5.00000024e-04, 3.11971991e-03, 1.85528733e-02, 1.85528733e-02, 6.62995808e-05, 6.62995881e-05, 0.00000000e+00, 4.49580014e-01, 2.77440771e-02, 5.00000024e-04
4.47039992e-01, 2.77437009e-02, 5.00000024e-04, 3.25886603e-03, 1.85458884e-02, 1.85458865e-02, 6.64962135e-05, 6.64962063e-05, 0.00000000e+00, 4.47039992e-01, 2.77437009e-02, 5.00000024e-04
4.44499999e-01, 2.77433246e-02, 5.00000024e-04, 3.39835207e-03, 1.85388643e-02, 1.85388662e-02, 6.66957712e-05, 6.66957567e-05, 0.00000000e+00, 4.44499999e-01, 2.77433246e-02, 5.00000024e-04
4.41960007e-01, 2.77429484e-02, 5.00000024e-04, 3.53818433e-03, 1.85318012e-02, 1.85318030e-02, 6.68978610e-05, 6.68978610e-05, 0.00000000e+00, 4.41960007e-01, 2.77429484e-02, 5.00000024e-04
4.39419985e-01, 2.77425721e-02, 5.00000024e-04, 3.67836468e-03, 1.85247026e-02, 1.85247008e-02, 6.71021262e-05, 6.71021116e-05, 0.00000000e+00, 4.39419985e-01, 2.77425721e-02, 5.00000024e-04
4.36879992e-01, 2.77421959e-02, 5.00000024e-04, 3.81889334e-03, 1.85175631e-02, 1.85175631e-02, 6.73081813e-05, 6.73081740e-05, 0.00000000e+00, 4.36879992e-01, 2.77421959e-02, 5.00000024e-04
4.34340000e-01, 2.77418196e-02, 5.00000024e-04, 3.95977078e-03, 1.85103808e-02, 1.85103808e-02, 6.75156625e-05, 6.75156625e-05, 0.00000000e+00, 4.34340000e-01, 2.77418196e-02, 5.00000024e-04
4.31800008e-01, 2.77414434e-02, 5.00000024e-04, 4.10099002e-03, 1.85031574e-02, 1.85031574e-02, 6.77242497e-05, 6.77242497e-05, 0.00000000e+00, 4.31800008e-01, 2.77414434e-02, 5.00000024e-04
4.29259986e-01, 2.77410671e-02, 5.00000024e-04, 4.24254453e-03, 1.84958912e-02, 1.84958912e-02, 6.79337245e-05, 6.79337318e-05, 0.00000000e+00, 4.29259986e-01, 2.77410671e-02, 5.00000024e-04
4.26719993e-01, 2.77406909e-02, 5.00000024e-04, 4.38441336e-03, 1.84885785e-02, 1.84885785e-02, 6.81440288e-05, 6.81440360e-05, 0.00000000e+00, 4.26719993e-01, 2.77406909e-02, 5.00000024e-04
4.24180001e-01, 2.77403127e-02, 5.00000024e-04, 4.52657277e-03, 1.84812211e-02, 1.84812211e-02, 6.83554535e-05, 6.83554463e-05, 0.00000000e+00, 4.24180001e-01, 2.77403127e-02, 5.00000024e-04
4.21640009e-01, 2.77399365e-02, 5.00000024e-04, 4.66898829e-03, 1.84738189e-02, 1.84738189e-02, 6.85688938e-05, 6.85688865e-05, 0.00000000e+00, 4.21640009e-01, 2.77399365e-02, 5.00000024e-04
4.19099987e-01, 2.77395602e-02, 5.00000024e-04, 4.81162360e-03, 1.84663702e-02, 1.84663720e-02, 6.87860593e-05, 6.87860593e-05, 0.00000000e+00, 4.19099987e-01, 2.77395602e-02, 5.00000024e-04
4.16559994e-01, 2.77391840e-02, 5.00000024e-04, 4.95445263e-03, 1.84588805e-02, 1.84588786e-02, 6.90098095e-05, 6.90098095e-05, 0.00000000e+00, 4.16559994e-01, 2.77391840e-02, 5.00000024e-04
4.14020002e-01, 2.77388077e-02, 5.00000024e-04, 5.09748375e-03, 1.84513535e-02, 1.84513535e-02, 6.92443282e-05, 6.92443209e-05, 0.00000000e+00, 4.14020002e-01, 2.77388077e-02, 5.00000024e-04
4.11480010e-01, 2.77384315e-02, 5.00000024e-04, 5.24084177e-03, 1.84438005e-02, 1.84438005e-02, 6.94937989e-05, 6.94937989e-05, 0.00000000e+00, 4.11480010e-01, 2.77384315e-02, 5.00000024e-04
4.08939987e-01, 2.77380552e-02, 5.00000024e-04, 5.38486987e-03, 1.84362326e-02, 1.84362344e-02, 6.97578289e-05, 6.97578362e-05, 0.00000000e+00, 4.08939987e-01, 2.77380552e-02, 5.00000024e-04
4.06399995e-01, 2.77376790e-02, 5.00000024e-04, 5.52992988e-03, 1.84286553e-02, 1.84286553e-02, 7.00291203e-05, 7.00291275e-05, 0.00000000e+00, 4.06399995e-01, 2.77376790e-02, 5.00000024e-04
4.03860003e-01, 2.77373027e-02, 5.00000024e-04, 5.67583181e-03, 1.84210483e-02, 1.84210502e-02, 7.02980615e-05, 7.02980615e-05, 0.00000000e+00, 4.03860003e-01, 2.77373027e-02, 5.00000024e-04
4.01320010e-01, 2.77369265e-02, 5.00000024e-04, 5.82216121e-03, 1.84134059e-02, 1.84134077e-02, 7.05622806e-05, 7.05622806e-05, 0.00000000e+00, 4.01320010e-01, 2.77369265e-02, 5.00000024e-04
3.98779988e-01, 2.77365502e-02, 5.00000024e-04, 5.96881099e-03, 1.84057318e-02, 1.84057336e-02, 7.08265434e-05, 7.08265434e-05, 0.00000000e+00, 3.98779988e-01, 2.77365502e-02, 5.00000024e-04
3.96239996e-01, 2.77361739e-02, 5.00000024e-04, 6.11575553e-03, 1.83980279e-02, 1.83980279e-02, 7.10951281e-05, 7.10951208e-05, 0.00000000e+00, 3.96239996e-01, 2.77361739e-02, 5.00000024e-04
3.93700004e-01, 2.77357977e-02, 5.00000024e-04, 6.26295293e-03, 1.83902942e-02, 1.83902960e-02, 7.13704867e-05, 7.13704794e-05, 0.00000000e+00, 3.93700004e-01, 2.77357977e-02, 5.00000024e-04
3.91160011e-01, 2.77354214e-02, 5.00000024e-04, 6.41043484e-03, 1.83825381e-02, 1.83825381e-02, 7.16548675e-05, 7.16548602e-05, 0.00000000e+00, 3.91160011e-01, 2.77354214e-02, 5.00000024e-04
3.88619989e-01, 2.77350452e-02, 5.00000024e-04, 6.55855425e-03, 1.83747690e-02, 1.83747690e-02, 7.19489763e-05, 7.19489908e-05, 0.00000000e+00, 3.88619989e-01, 2.77350452e-02, 5.00000024e-04
3.86079997e-01, 2.77346671e-02, 5.00000024e-04, 6.70762779e-03, 1.83669832e-02, 1.83669832e-02, 7.22472178e-05, 7.22472178e-05, 0.00000000e+00, 3.86079997e-01, 2.77346671e-02, 5.00000024e-04
3.83540004e-01, 2.77342908e-02, 5.00000024e-04, 6.85748784e-03, 1.83591638e-02, 1.83591638e-02, 7.25415448e-05, 7.25415448e-05, 0.00000000e+00, 3.83540004e-01, 2.77342908e-02, 5.00000024e-04
3.81000012e-01, 2.77339146e-02, 5.00000024e-04, 7.00784894e-03, 1.83513053e-02, 1.83513071e-02, 7.28295345e-05, 7.28295345e-05, 0.00000000e+00, 3.81000012e-01, 2.77339146e-02, 5.00000024e-04
3.78459990e-01, 2.77335383e-02, 5.00000024e-04, 7.15857698e-03, 1.83434077e-02, 1.83434077e-02, 7.31132241e-05, 7.31132241e-05, 0.00000000e+00, 3.78459990e-01, 2.77335383e-02, 5.00000024e-04
3.75919998e-01, 2.77331620e-02, 5.00000024e-04, 7.30963424e-03, 1.83354672e-02, 1.83354672e-02, 7.33956113e-05, 7.33956040e-05, 0.00000000e+00, 3.75919998e-01, 2.77331620e-02, 5.00000024e-04
3.73380005e-01, 2.77327858e-02, 5.00000024e-04, 7.46104401e-03, 1.83274802e-02, 1.83274802e-02, 7.36792936e-05, 7.36792936e-05, 0.00000000e+00, 3.73380005e-01, 2.77327858e-02, 5.00000024e-04
3.70840013e-01, 2.77324095e-02, 5.00000024e-04, 7.61284167e-03, 1.83194503e-02, 1.83194522e-02, 7.39659226e-05, 7.39659226e-05, 0.00000000e+00, 3.70840013e-01, 2.77324095e-02, 5.00000024e-04
3.68299991e-01, 2.77320333e-02, 5.00000024e-04, 7.76506122e-03, 1.83113720e-02, 1.83113739e-02, 7.42564225e-05, 7.42564152e-05, 0.00000000e+00, 3.68299991e-01, 2.77320333e-02, 5.00000024e-04
3.65759999e-01, 2.77316570e-02, 5.00000024e-04, 7.91773107e-03, 1.83032472e-02, 1.83032472e-02, 7.45511861e-05, 7.45511861e-05, 0.00000000e+00, 3.65759999e-01, 2.77316570e-02, 5.00000024e-04
3.63220006e-01, 2.77312808e-02, 5.00000024e-04, 8.07087403e-03, 1.82950776e-02, 1.82950757e-02, 7.48503007e-05, 7.48502935e-05, 0.00000000e+00, 3.63220006e-01, 2.77312808e-02, 5.00000024e-04
3.60680014e-01, 2.77309045e-02, 5.00000024e-04, 8.22451245e-03, 1.82868615e-02, 1.82868615e-02, 7.51536063e-05, 7.51535990e-05, 0.00000000e+00, 3.60680014e-01, 2.77309045e-02, 5.00000024e-04
3.58139992e-01, 2.77305283e-02, 5.00000024e-04, 8.37866496e-03, 1.82785969e-02, 1.82785988e-02, 7.54607463e-05, 7.54607463e-05, 0.00000000e+00, 3.58139992e-01, 2.77305283e-02, 5.00000024e-04
3.55599999e-01, 2.77301520e-02, 5.00000024e-04, 8.53334833e-03, 1.82702858e-02, 1.82702877e-02, 7.57708549e-05, 7.57708403e-05, 0.00000000e+00, 3.55599999e-01, 2.77301520e-02, 5.00000024e-04
3.53060007e-01, 2.77297758e-02, 5.00000024e-04, 8.68857745e-03, 1.82619281e-02, 1.82619281e-02, 7.60819457e-05, 7.60819457e-05, 0.00000000e+00, 3.53060007e-01, 2.77297758e-02, 5.00000024e-04
3.50519985e-01, 2.77293995e-02, 5.00000024e-04, 8.84435140e-03, 1.82535220e-02, 1.82535220e-02, 7.63909920e-05, 7.63909920e-05, 0.00000000e+00, 3.50519985e-01, 2.77293995e-02, 5.00000024e-04
3.47979993e-01, 2.77290214e-02, 5.00000024e-04, 9.00065433e-03, 1.82450674e-02, 1.82450674e-02, 7.66975136e-05, 7.66975209e-05, 0.00000000e+00, 3.47979993e-01, 2.77290214e-02, 5.00000024e-04
3.45440000e-01, 2.77286451e-02, 5.00000024e-04, 9.15761292e-03, 1.82365607e-02, 1.82365626e-02, 7.70025217e-05, 7.70025435e-05, 0.00000000e+00, 3.45440000e-01, 2.77286451e-02, 5.00000024e-04
3.42900008e-01, 2.77282689e-02, 5.00000024e-04, 9.31547303e-03, 1.82279833e-02, 1.82279833e-02, 7.73023567e-05, 7.73023567e-05, 0.00000000e+00, 3.42900008e-01, 2.77282689e-02, 5.00000024e-04
3.40359986e-01, 2.77278926e-02, 5.00000024e-04, 9.47381277e-03, 1.82193220e-02, 1.82193238e-02, 7.75913650e-05, 7.75913577e-05, 0.00000000e+00, 3.40359986e-01, 2.77278926e-02, 5.00000024e-04
3.37819993e-01, 2.77275164e-02, 5.00000024e-04, 9.63117555e-03, 1.82105489e-02, 1.82105508e-02, 7.78761387e-05, 7.78761460e-05, 0.00000000e+00, 3.37819993e-01, 2.77275164e-02, 5.00000024e-04
3.35280001e-01, 2.77271401e-02, 5.00000024e-04, 9.78821330e-03, 1.82017274e-02, 1.82017274e-02, 7.81827257e-05, 7.81827257e-05, 0.00000000e+00, 3.35280001e-01, 2.77271401e-02, 5.00000024e-04
3.32740009e-01, 2.77267639e-02, 5.00000024e-04, 9.94625408e-03, 1.81928873e-02, 1.81928892e-02, 7.85168886e-05, 7.85168886e-05, 0.00000000e+00, 3.32740009e-01, 2.77267639e-02, 5.00000024e-04
3.30199987e-01, 2.77263876e-02, 5.00000024e-04, 1.01051759e-02, 1.81839895e-02, 1.81839876e-02, 7.88656180e-05, 7.88656180e-05, 0.00000000e+00, 3.30199987e-01, 2.77263876e-02, 5.00000024e-04
3.27659994e-01, 2.77260114e-02, 5.00000024e-04, 1.02649853e-02, 1.81750506e-02, 1.81750488e-02, 7.92238134e-05, 7.92238134e-05, 0.00000000e+00, 3.27659994e-01, 2.77260114e-02, 5.00000024e-04
3.25120002e-01, 2.77256351e-02, 5.00000024e-04, 1.04255881e-02, 1.81660671e-02, 1.81660652e-02, 7.95871019e-05, 7.95871019e-05, 0.00000000e+00, 3.25120002e-01, 2.77256351e-02, 5.00000024e-04
3.22580010e-01, 2.77252588e-02, 5.00000024e-04, 1.05869323e-02, 1.81570407e-02, 1.81570407e-02, 7.99538611e-05, 7.99538539e-05, 0.00000000e+00, 3.22580010e-01, 2.77252588e-02, 5.00000024e-04
3.20039988e-01, 2.77248826e-02, 5.00000024e-04, 1.07489815e-02, 1.81479715e-02, 1.81479733e-02, 8.03232033e-05, 8.03231960e-05, 0.00000000e+00, 3.20039988e-01, 2.77248826e-02, 5.00000024e-04
3.17499995e-01, 2.77245063e-02, 5.00000024e-04, 1.09117040e-02, 1.81388594e-02, 1.81388613e-02, 8.06949683e-05, 8.06949683e-05, 0.00000000e+00, 3.17499995e-01, 2.77245063e-02, 5.00000024e-04
3.14960003e-01, 2.77241301e-02, 5.00000024e-04, 1.10750860e-02, 1.81297027e-02, 1.81297045e-02, 8.10692363e-05, 8.10692291e-05, 0.00000000e+00, 3.14960003e-01, 2.77241301e-02, 5.00000024e-04
3.12420011e-01, 2.77237538e-02, 5.00000024e-04, 1.12391170e-02, 1.81205012e-02, 1.81205012e-02, 8.14462401e-05, 8.14462401e-05, 0.00000000e+00, 3.12420011e-01, 2.77237538e-02, 5.00000024e-04
3.09879988e-01, 2.77233757e-02, 5.00000024e-04, 1.14037963e-02, 1.81112513e-02, 1.81112513e-02, 8.18262633e-05, 8.18262633e-05, 0.00000000e+00, 3.09879988e-01, 2.77233757e-02, 5.00000024e-04
3.07339996e-01, 2.77229995e-02, 5.00000024e-04, 1.15691228e-02, 1.81019530e-02, 1.81019530e-02, 8.22096044e-05, 8.22096117e-05, 0.00000000e+00, 3.07339996e-01, 2.77229995e-02, 5.00000024e-04
3.04800004e-01, 2.77226232e-02, 5.00000024e-04, 1.17350984e-02, 1.80926025e-02, 1.80926062e-02, 8.25965690e-05, 8.25965690e-05, 0.00000000e+00, 3.04800004e-01, 2.77226232e-02, 5.00000024e-04
3.02260011e-01, 2.77222469e-02, 5.00000024e-04, 1.19017297e-02, 1.80832054e-02, 1.80832036e-02, 8.29874116e-05, 8.29874116e-05, 0.00000000e+00, 3.02260011e-01, 2.77222469e-02, 5.00000024e-04
2.99719989e-01, 2.77218707e-02, 5.00000024e-04, 1.20690241e-02, 1.80737562e-02, 1.80737562e-02, 8.33823942e-05, 8.33824015e-05, 0.00000000e+00, 2.99719989e-01, 2.77218707e-02, 5.00000024e-04
2.97179997e-01, 2.77214944e-02, 5.00000024e-04, 1.22369854e-02, 1.80642549e-02, 1.80642549e-02, 8.37817424e-05, 8.37817352e-05, 0.00000000e+00, 2.97179997e-01, 2.77214944e-02, 5.00000024e-04
2.94640005e-01, 2.77211182e-02, 5.00000024e-04, 1.24056246e-02, 1.80547014e-02, 1.80547014e-02, 8.41856672e-05, 8.41856527e-05, 0.00000000e+00, 2.94640005e-01, 2.77211182e-02, 5.00000024e-04
2.92100012e-01, 2.77207419e-02, 5.00000024e-04, 1.25749446e-02, 1.80450939e-02, 1.80450920e-02, 8.45943505e-05, 8.45943505e-05, 0.00000000e+00, 2.92100012e-01, 2.77207419e-02, 5.00000024e-04
2.89559990e-01, 2.77203657e-02, 5.00000024e-04, 1.27449594e-02, 1.80354305e-02, 1.80354286e-02, 8.50079596e-05, 8.50079596e-05, 0.00000000e+00, 2.89559990e-01, 2.77203657e-02, 5.00000024e-04
2.87019998e-01, 2.77199894e-02, 5.00000024e-04, 1.29156718e-02, 1.80257130e-02, 1.80257130e-02, 8.54266327e-05, 8.54266400e-05, 0.00000000e+00, 2.87019998e-01, 2.77199894e-02, 5.00000024e-04
2.84480006e-01, 2.77196132e-02, 5.00000024e-04, 1.30870938e-02, 1.80159416e-02, 1.80159397e-02, 8.58504791e-05, 8.58504791e-05, 0.00000000e+00, 2.84480006e-01, 2.77196132e-02, 5.00000024e-04
2.81940013e-01, 2.77192369e-02, 5.00000024e-04, 1.32592339e-02, 1.80061124e-02, 1.80061106e-02, 8.62795860e-05, 8.62795714e-05, 0.00000000e+00, 2.81940013e-01, 2.77192369e-02, 5.00000024e-04
2.79399991e-01, 2.77188607e-02, 5.00000024e-04, 1.34321013e-02, 1.79962274e-02, 1.79962274e-02, 8.67140043e-05, 8.67139897e-05, 0.00000000e+00, 2.79399991e-01, 2.77188607e-02, 5.00000024e-04
2.76859999e-01, 2.77184844e-02, 5.00000024e-04, 1.36057008e-02, 1.79862846e-02, 1.79862827e-02, 8.71537050e-05, 8.71537195e-05, 0.00000000e+00, 2.76859999e-01, 2.77184844e-02, 5.00000024e-04
2.74320006e-01, 2.77181081e-02, 5.00000024e-04, 1.37800379e-02, 1.79762840e-02, 1.79762822e-02, 8.75986516e-05, 8.75986516e-05, 0.00000000e+00, 2.74320006e-01, 2.77181081e-02, 5.00000024e-04
2.71780014e-01, 2.77177300e-02, 5.00000024e-04, 1.39551247e-02, 1.79662257e-02, 1.79662239e-02, 8.80487059e-05, 8.80486987e-05, 0.00000000e+00, 2.71780014e-01, 2.77177300e-02, 5.00000024e-04
2.69239992e-01, 2.77173538e-02, 5.00000024e-04, 1.41309667e-02, 1.79561079e-02, 1.79561079e-02, 8.85036570e-05, 8.85036497e-05, 0.00000000e+00, 2.69239992e-01, 2.77173538e-02, 5.00000024e-04
2.66700000e-01, 2.77169775e-02, 5.00000024e-04, 1.43075632e-02, 1.79459304e-02, 1.79459322e-02, 8.89632065e-05, 8.89631992e-05, 0.00000000e+00, 2.66700000e-01, 2.77169775e-02, 5.00000024e-04
2.64160007e-01, 2.77166013e-02, 5.00000024e-04, 1.44849177e-02, 1.79356970e-02, 1.79356951e-02, 8.94269324e-05, 8.94269324e-05, 0.00000000e+00, 2.64160007e-01, 2.77166013e-02, 5.00000024e-04
2.61619985e-01, 2.77162250e-02, 5.00000024e-04, 1.46630341e-02, 1.79254040e-02, 1.79254040e-02, 8.98943763e-05, 8.98943836e-05, 0.00000000e+00, 2.61619985e-01, 2.77162250e-02, 5.00000024e-04
2.59079993e-01, 2.77158488e-02, 5.00000024e-04, 1.48418946e-02, 1.79150514e-02, 1.79150514e-02, 9.03650653e-05, 9.03650580e-05, 0.00000000e+00, 2.59079993e-01, 2.77158488e-02, 5.00000024e-04
2.56540000e-01, 2.77154725e-02, 5.00000024e-04, 1.50214927e-02, 1.79046430e-02, 1.79046411e-02, 9.08387956e-05, 9.08387810e-05, 0.00000000e+00, 2.56540000e-01, 2.77154725e-02, 5.00000024e-04
2.54000008e-01, 2.77150963e-02, 5.00000024e-04, 1.52018154e-02, 1.78941768e-02, 1.78941805e-02, 9.13161857e-05, 9.13162075e-05, 0.00000000e+00, 2.54000008e-01, 2.77150963e-02, 5.00000024e-04
2.51459986e-01, 2.77147200e-02, 5.00000024e-04, 1.53828422e-02, 1.78836584e-02, 1.78836584e-02, 9.17995640e-05, 9.17995712e-05, 0.00000000e+00, 2.51459986e-01, 2.77147200e-02, 5.00000024e-04
2.48919994e-01, 2.77143437e-02, 5.00000024e-04, 1.55645581e-02, 1.78730823e-02, 1.78730823e-02, 9.22940671e-05, 9.22940599e-05, 0.00000000e+00, 2.48919994e-01, 2.77143437e-02, 5.00000024e-04
2.46380001e-01, 2.77139675e-02, 5.00000024e-04, 1.57469604e-02, 1.78624541e-02, 1.78624541e-02, 9.28092340e-05, 9.28092268e-05, 0.00000000e+00, 2.46380001e-01, 2.77139675e-02, 5.00000024e-04
2.43839994e-01, 2.77135912e-02, 5.00000024e-04, 1.59301683e-02, 1.78517681e-02, 1.78517681e-02, 9.33575648e-05, 9.33575575e-05, 0.00000000e+00, 2.43839994e-01, 2.77135912e-02, 5.00000024e-04
2.41300002e-01, 2.77132150e-02, 5.00000024e-04, 1.61144491e-02, 1.78410094e-02, 1.78410076e-02, 9.39434758e-05, 9.39434685e-05, 0.00000000e+00, 2.41300002e-01, 2.77132150e-02, 5.00000024e-04
2.38759995e-01, 2.77128387e-02, 5.00000024e-04, 1.63000468e-02, 1.78301651e-02, 1.78301651e-02, 9.45505453e-05, 9.45505308e-05, 0.00000000e+00, 2.38759995e-01, 2.77128387e-02, 5.00000024e-04
2.36220002e-01, 2.77124606e-02, 5.00000024e-04, 1.64869316e-02, 1.78192332e-02, 1.78192351e-02, 9.51571637e-05, 9.51571565e-05, 0.00000000e+00, 2.36220002e-01, 2.77124606e-02, 5.00000024e-04
2.33679995e-01, 2.77120844e-02, 5.00000024e-04, 1.66749600e-02, 1.78082269e-02, 1.78082250e-02, 9.57638840e-05, 9.57638840e-05, 0.00000000e+00, 2.33679995e-01, 2.77120844e-02, 5.00000024e-04
2.31140003e-01, 2.77117081e-02, 5.00000024e-04, 1.68640949e-02, 1.77971404e-02, 1.77971404e-02, 9.63830680e-05, 9.63830680e-05, 0.00000000e+00, 2.31140003e-01, 2.77117081e-02, 5.00000024e-04
2.28599995e-01, 2.77113318e-02, 5.00000024e-04, 1.70544721e-02, 1.77859757e-02, 1.77859738e-02, 9.70171022e-05, 9.70171168e-05, 0.00000000e+00, 2.28599995e-01, 2.77113318e-02, 5.00000024e-04
2.26060003e-01, 2.77109556e-02, 5.00000024e-04, 1.72461402e-02, 1.77747197e-02, 1.77747197e-02, 9.76498777e-05, 9.76498995e-05, 0.00000000e+00, 2.26060003e-01, 2.77109556e-02, 5.00000024e-04
2.23519996e-01, 2.77105793e-02, 5.00000024e-04, 1.74389705e-02, 1.77633800e-02, 1.77633800e-02, 9.82679630e-05, 9.82679703e-05, 0.00000000e+00, 2.23519996e-01, 2.77105793e-02, 5.00000024e-04
2.20980003e-01, 2.77102031e-02, 5.00000024e-04, 1.76328048e-02, 1.77519675e-02, 1.77519694e-02, 9.88764587e-05, 9.88764368e-05, 0.00000000e+00, 2.20980003e-01, 2.77102031e-02, 5.00000024e-04
2.18439996e-01, 2.77098268e-02, 5.00000024e-04, 1.78275425e-02, 1.77404843e-02, 1.77404843e-02, 9.94848306e-05, 9.94848233e-05, 0.00000000e+00, 2.18439996e-01, 2.77098268e-02, 5.00000024e-04
2.15900004e-01, 2.77094506e-02, 5.00000024e-04, 1.80231668e-02, 1.77289322e-02, 1.77289322e-02, 1.00100675e-04, 1.00100675e-04, 0.00000000e+00, 2.15900004e-01, 2.77094506e-02, 5.00000024e-04
2.13359997e-01, 2.77090743e-02, 5.00000024e-04, 1.82197262e-02, 1.77173112e-02, 1.77173130e-02, 1.00728124e-04, 1.00728124e-04, 0.00000000e+00, 2.13359997e-01, 2.77090743e-02, 5.00000024e-04
2.10820004e-01, 2.77086981e-02, 5.00000024e-04, 1.84172690e-02, 1.77056175e-02, 1.77056156e-02, 1.01368685e-04, 1.01368678e-04, 0.00000000e+00, 2.10820004e-01, 2.77086981e-02, 5.00000024e-04
2.08279997e-01, 2.77083218e-02, 5.00000024e-04, 1.86158679e-02, 1.76938437e-02, 1.76938418e-02, 1.02021964e-04, 1.02021957e-04, 0.00000000e+00, 2.08279997e-01, 2.77083218e-02, 5.00000024e-04
2.05740005e-01, 2.77079456e-02, 5.00000024e-04, 1.88155733e-02, 1.76819917e-02, 1.76819917e-02, 1.02686085e-04, 1.02686085e-04, 0.00000000e+00, 2.05740005e-01, 2.77079456e-02, 5.00000024e-04
2.03199998e-01, 2.77075693e-02, 5.00000024e-04, 1.90164167e-02, 1.76700559e-02, 1.76700559e-02, 1.03358179e-04, 1.03358187e-04, 0.00000000e+00, 2.03199998e-01, 2.77075693e-02, 5.00000024e-04
2.00660005e-01, 2.77071930e-02, 5.00000024e-04, 1.92184318e-02, 1.76580362e-02, 1.76580362e-02, 1.04034407e-04, 1.04034414e-04, 0.00000000e+00, 2.00660005e-01, 2.77071930e-02, 5.00000024e-04
1.98119998e-01, 2.77068149e-02, 5.00000024e-04, 1.94215756e-02, 1.76459346e-02, 1.76459346e-02, 1.04707979e-04, 1.04707971e-04, 0.00000000e+00, 1.98119998e-01, 2.77068149e-02, 5.00000024e-04
1.95580006e-01, 2.77064387e-02, 5.00000024e-04, 1.96256246e-02, 1.76337622e-02, 1.76337603e-02, 1.05375890e-04, 1.05375868e-04, 0.00000000e+00, 1.95580006e-01, 2.77064387e-02, 5.00000024e-04
1.93039998e-01, 2.77060624e-02, 5.00000024e-04, 1.98303647e-02, 1.76215358e-02, 1.76215358e-02, 1.06061983e-04, 1.06061991e-04, 0.00000000e+00, 1.93039998e-01, 2.77060624e-02, 5.00000024e-04
1.90500006e-01, 2.77056862e-02, 5.00000024e-04, 2.00360026e-02, 1.76092573e-02, 1.76092554e-02, 1.06805513e-04, 1.06805506e-04, 0.00000000e+00, 1.90500006e-01, 2.77056862e-02, 5.00000024e-04
1.87959999e-01, 2.77053099e-02, 5.00000024e-04, 2.02429146e-02, 1.75969042e-02, 1.75969023e-02, 1.07605090e-04, 1.07605090e-04, 0.00000000e+00, 1.87959999e-01, 2.77053099e-02, 5.00000024e-04
1.85420007e-01, 2.77049337e-02, 5.00000024e-04, 2.04513352e-02, 1.75844561e-02, 1.75844561e-02, 1.08440392e-04, 1.08440392e-04, 0.00000000e+00, 1.85420007e-01, 2.77049337e-02, 5.00000024e-04
1.82879999e-01, 2.77045574e-02, 5.00000024e-04, 2.06614155e-02, 1.75719075e-02, 1.75719075e-02, 1.09303481e-04, 1.09303488e-04, 0.00000000e+00, 1.82879999e-01, 2.77045574e-02, 5.00000024e-04
1.80340007e-01, 2.77041811e-02, 5.00000024e-04, 2.08732076e-02, 1.75592527e-02, 1.75592508e-02, 1.10187160e-04, 1.10187175e-04, 0.00000000e+00, 1.80340007e-01, 2.77041811e-02, 5.00000024e-04
1.77800000e-01, 2.77038049e-02, 5.00000024e-04, 2.10867096e-02, 1.75464898e-02, 1.75464898e-02, 1.11089263e-04, 1.11089263e-04, 0.00000000e+00, 1.77800000e-01, 2.77038049e-02, 5.00000024e-04
1.75260007e-01, 2.77034286e-02, 5.00000024e-04, 2.13018991e-02, 1.75336208e-02, 1.75336208e-02, 1.12008966e-04, 1.12008958e-04, 0.00000000e+00, 1.75260007e-01, 2.77034286e-02, 5.00000024e-04
1.72720000e-01, 2.77030524e-02, 5.00000024e-04, 2.15187669e-02, 1.75206456e-02, 1.75206456e-02, 1.12946378e-04, 1.12946371e-04, 0.00000000e+00, 1.72720000e-01, 2.77030524e-02, 5.00000024e-04
1.70179993e-01, 2.77026761e-02, 5.00000024e-04, 2.17373166e-02, 1.75075606e-02, 1.75075624e-02, 1.13901653e-04, 1.13901668e-04, 0.00000000e+00, 1.70179993e-01, 2.77026761e-02, 5.00000024e-04
1.67640001e-01, 2.77022999e-02, 5.00000024e-04, 2.19575893e-02, 1.74943693e-02, 1.74943674e-02, 1.14874303e-04, 1.14874296e-04, 0.00000000e+00, 1.67640001e-01, 2.77022999e-02, 5.00000024e-04
1.65099993e-01, 2.77019236e-02, 5.00000024e-04, 2.21796371e-02, 1.74810588e-02, 1.74810607e-02, 1.15862786e-04, 1.15862793e-04, 0.00000000e+00, 1.65099993e-01, 2.77019236e-02, 5.00000024e-04
