
[Name]
fluid

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity u_Scalar [ m s^-1 ], Velocity v [ m s^-1 ], Velocity v_Scalar [ m s^-1 ], Velocity w [ m s^-1 ], X [ m ], Y [ m ], Z [ m ]
4.08939987e-01, 9.45455208e-02, 5.00000024e-04, 5.34188095e-03, 8.87275487e-03, 8.66164919e-03, -2.26572738e-05, -2.12834420e-05, 0.00000000e+00, 4.08939987e-01, 9.45455208e-02, 5.00000024e-04
4.06399995e-01, 9.45454165e-02, 5.00000024e-04, 5.48655447e-03, 8.88909120e-03, 8.67768005e-03, -2.28493973e-05, -2.14679676e-05, 0.00000000e+00, 4.06399995e-01, 9.45454165e-02, 5.00000024e-04
4.03860003e-01, 9.45453122e-02, 5.00000024e-04, 5.63165639e-03, 8.90557002e-03, 8.69384129e-03, -2.30419701e-05, -2.16535354e-05, 0.00000000e+00, 4.03860003e-01, 9.45453122e-02, 5.00000024e-04
4.01320010e-01, 9.45452154e-02, 5.00000024e-04, 5.77718811e-03, 8.92219320e-03, 8.71014129e-03, -2.32358980e-05, -2.18409750e-05, 0.00000000e+00, 4.01320010e-01, 9.45452154e-02, 5.00000024e-04
3.98779988e-01, 9.45451111e-02, 5.00000024e-04, 5.92315104e-03, 8.93896352e-03, 8.72658286e-03, -2.34315921e-05, -2.20306429e-05, 0.00000000e+00, 3.98779988e-01, 9.45451111e-02, 5.00000024e-04
3.96239996e-01, 9.45450142e-02, 5.00000024e-04, 6.06954470e-03, 8.95588472e-03, 8.74317996e-03, -2.36292381e-05, -2.22226899e-05, 0.00000000e+00, 3.96239996e-01, 9.45450142e-02, 5.00000024e-04
3.93700004e-01, 9.45449099e-02, 5.00000024e-04, 6.21637376e-03, 8.97295680e-03, 8.75992794e-03, -2.38291086e-05, -2.24172454e-05, 0.00000000e+00, 3.93700004e-01, 9.45449099e-02, 5.00000024e-04
3.91160011e-01, 9.45448130e-02, 5.00000024e-04, 6.36363961e-03, 8.99018440e-03, 8.77682306e-03, -2.40314821e-05, -2.26144621e-05, 0.00000000e+00, 3.91160011e-01, 9.45448130e-02, 5.00000024e-04
3.88619989e-01, 9.45447087e-02, 5.00000024e-04, 6.51134783e-03, 9.00756847e-03, 8.79387278e-03, -2.42365240e-05, -2.28144927e-05, 0.00000000e+00, 3.88619989e-01, 9.45447087e-02, 5.00000024e-04
3.86079997e-01, 9.45446119e-02, 5.00000024e-04, 6.65949844e-03, 9.02511366e-03, 8.81107990e-03, -2.44444600e-05, -2.30174883e-05, 0.00000000e+00, 3.86079997e-01, 9.45446119e-02, 5.00000024e-04
3.83540004e-01, 9.45445076e-02, 5.00000024e-04, 6.80809841e-03, 9.04282182e-03, 8.82844999e-03, -2.46556647e-05, -2.32237817e-05, 0.00000000e+00, 3.83540004e-01, 9.45445076e-02, 5.00000024e-04
3.81000012e-01, 9.45444107e-02, 5.00000024e-04, 6.95714727e-03, 9.06069577e-03, 8.84598121e-03, -2.48706237e-05, -2.34337786e-05, 0.00000000e+00, 3.81000012e-01, 9.45444107e-02, 5.00000024e-04
3.78459990e-01, 9.45443064e-02, 5.00000024e-04, 7.10665248e-03, 9.07873828e-03, 8.86367913e-03, -2.50897829e-05, -2.36479118e-05, 0.00000000e+00, 3.78459990e-01, 9.45443064e-02, 5.00000024e-04
3.75919998e-01, 9.45442095e-02, 5.00000024e-04, 7.25661078e-03, 9.09695402e-03, 8.88154563e-03, -2.53134531e-05, -2.38664852e-05, 0.00000000e+00, 3.75919998e-01, 9.45442095e-02, 5.00000024e-04
3.73380005e-01, 9.45441052e-02, 5.00000024e-04, 7.40702543e-03, 9.11534578e-03, 8.89959373e-03, -2.55418036e-05, -2.40897461e-05, 0.00000000e+00, 3.73380005e-01, 9.45441052e-02, 5.00000024e-04
3.70840013e-01, 9.45440084e-02, 5.00000024e-04, 7.55789969e-03, 9.13391635e-03, 8.91781691e-03, -2.57748943e-05, -2.43177074e-05, 0.00000000e+00, 3.70840013e-01, 9.45440084e-02, 5.00000024e-04
3.68299991e-01, 9.45439041e-02, 5.00000024e-04, 7.70923635e-03, 9.15267132e-03, 8.93620960e-03, -2.60127435e-05, -2.45503470e-05, 0.00000000e+00, 3.68299991e-01, 9.45439041e-02, 5.00000024e-04
3.65759999e-01, 9.45438072e-02, 5.00000024e-04, 7.86103588e-03, 9.17161256e-03, 8.95479321e-03, -2.62553895e-05, -2.47878106e-05, 0.00000000e+00, 3.65759999e-01, 9.45438072e-02, 5.00000024e-04
3.63220006e-01, 9.45437029e-02, 5.00000024e-04, 8.01330339e-03, 9.19074565e-03, 8.97356588e-03, -2.65029266e-05, -2.50301546e-05, 0.00000000e+00, 3.63220006e-01, 9.45437029e-02, 5.00000024e-04
3.60680014e-01, 9.45436060e-02, 5.00000024e-04, 8.16604309e-03, 9.21007246e-03, 8.99252947e-03, -2.67555079e-05, -2.52774826e-05, 0.00000000e+00, 3.60680014e-01, 9.45436060e-02, 5.00000024e-04
3.58139992e-01, 9.45435017e-02, 5.00000024e-04, 8.31926148e-03, 9.22959764e-03, 9.01168957e-03, -2.70133423e-05, -2.55300074e-05, 0.00000000e+00, 3.58139992e-01, 9.45435017e-02, 5.00000024e-04
3.55599999e-01, 9.45434049e-02, 5.00000024e-04, 8.47296137e-03, 9.24932491e-03, 9.03104898e-03, -2.72767520e-05, -2.57880092e-05, 0.00000000e+00, 3.55599999e-01, 9.45434049e-02, 5.00000024e-04
3.53060007e-01, 9.45433006e-02, 5.00000024e-04, 8.62714741e-03, 9.26925801e-03, 9.05061048e-03, -2.75460407e-05, -2.60517772e-05, 0.00000000e+00, 3.53060007e-01, 9.45433006e-02, 5.00000024e-04
3.50519985e-01, 9.45432037e-02, 5.00000024e-04, 8.78182892e-03, 9.28940065e-03, 9.07037593e-03, -2.78210227e-05, -2.63211896e-05, 0.00000000e+00, 3.50519985e-01, 9.45432037e-02, 5.00000024e-04
3.47979993e-01, 9.45430994e-02, 5.00000024e-04, 8.93700309e-03, 9.30975750e-03, 9.09035746e-03, -2.81011253e-05, -2.65957860e-05, 0.00000000e+00, 3.47979993e-01, 9.45430994e-02, 5.00000024e-04
3.45440000e-01, 9.45430025e-02, 5.00000024e-04, 9.09267552e-03, 9.33033135e-03, 9.11055226e-03, -2.83860936e-05, -2.68752246e-05, 0.00000000e+00, 3.45440000e-01, 9.45430025e-02, 5.00000024e-04
3.42900008e-01, 9.45428982e-02, 5.00000024e-04, 9.24885739e-03, 9.35112685e-03, 9.13095940e-03, -2.86759550e-05, -2.71594417e-05, 0.00000000e+00, 3.42900008e-01, 9.45428982e-02, 5.00000024e-04
3.40359986e-01, 9.45428014e-02, 5.00000024e-04, 9.40556079e-03, 9.37214866e-03, 9.15159564e-03, -2.89707132e-05, -2.74485337e-05, 0.00000000e+00, 3.40359986e-01, 9.45428014e-02, 5.00000024e-04
3.37819993e-01, 9.45426971e-02, 5.00000024e-04, 9.56278946e-03, 9.39339679e-03, 9.17245820e-03, -2.92702098e-05, -2.77423933e-05, 0.00000000e+00, 3.37819993e-01, 9.45426971e-02, 5.00000024e-04
3.35280001e-01, 9.45426002e-02, 5.00000024e-04, 9.72054992e-03, 9.41487588e-03, 9.19354707e-03, -2.95739173e-05, -2.80406002e-05, 0.00000000e+00, 3.35280001e-01, 9.45426002e-02, 5.00000024e-04
3.32740009e-01, 9.45424959e-02, 5.00000024e-04, 9.87884961e-03, 9.43659060e-03, 9.21486784e-03, -2.98811701e-05, -2.83425761e-05, 0.00000000e+00, 3.32740009e-01, 9.45424959e-02, 5.00000024e-04
3.30199987e-01, 9.45423990e-02, 5.00000024e-04, 1.00377006e-02, 9.45854280e-03, 9.23642050e-03, -3.01915898e-05, -2.86479353e-05, 0.00000000e+00, 3.30199987e-01, 9.45423990e-02, 5.00000024e-04
3.27659994e-01, 9.45422947e-02, 5.00000024e-04, 1.01971086e-02, 9.48073529e-03, 9.25821159e-03, -3.05051599e-05, -2.89566633e-05, 0.00000000e+00, 3.27659994e-01, 9.45422947e-02, 5.00000024e-04
3.25120002e-01, 9.45421904e-02, 5.00000024e-04, 1.03570847e-02, 9.50317271e-03, 9.28024575e-03, -3.08221788e-05, -2.92690474e-05, 0.00000000e+00, 3.25120002e-01, 9.45421904e-02, 5.00000024e-04
3.22580010e-01, 9.45420936e-02, 5.00000024e-04, 1.05176391e-02, 9.52585693e-03, 9.30252671e-03, -3.11431504e-05, -2.95855589e-05, 0.00000000e+00, 3.22580010e-01, 9.45420936e-02, 5.00000024e-04
3.20039988e-01, 9.45419893e-02, 5.00000024e-04, 1.06787775e-02, 9.54879168e-03, 9.32505075e-03, -3.14686768e-05, -2.99067069e-05, 0.00000000e+00, 3.20039988e-01, 9.45419893e-02, 5.00000024e-04
3.17499995e-01, 9.45418924e-02, 5.00000024e-04, 1.08405072e-02, 9.57198255e-03, 9.34782531e-03, -3.17993254e-05, -3.02330791e-05, 0.00000000e+00, 3.17499995e-01, 9.45418924e-02, 5.00000024e-04
3.14960003e-01, 9.45417881e-02, 5.00000024e-04, 1.10028349e-02, 9.59543139e-03, 9.37085506e-03, -3.21356092e-05, -3.05652029e-05, 0.00000000e+00, 3.14960003e-01, 9.45417881e-02, 5.00000024e-04
3.12420011e-01, 9.45416912e-02, 5.00000024e-04, 1.11657651e-02, 9.61914472e-03, 9.39415116e-03, -3.24779430e-05, -3.09035458e-05, 0.00000000e+00, 3.12420011e-01, 9.45416912e-02, 5.00000024e-04
3.09879988e-01, 9.45415869e-02, 5.00000024e-04, 1.13293054e-02, 9.64312721e-03, 9.41771083e-03, -3.28266615e-05, -3.12484626e-05, 0.00000000e+00, 3.09879988e-01, 9.45415869e-02, 5.00000024e-04
3.07339996e-01, 9.45414901e-02, 5.00000024e-04, 1.14934584e-02, 9.66738164e-03, 9.44153219e-03, -3.31820484e-05, -3.16001970e-05, 0.00000000e+00, 3.07339996e-01, 9.45414901e-02, 5.00000024e-04
3.04800004e-01, 9.45413858e-02, 5.00000024e-04, 1.16582327e-02, 9.69191641e-03, 9.46563669e-03, -3.35443328e-05, -3.19591236e-05, 0.00000000e+00, 3.04800004e-01, 9.45413858e-02, 5.00000024e-04
3.02260011e-01, 9.45412889e-02, 5.00000024e-04, 1.18236328e-02, 9.71673522e-03, 9.49002244e-03, -3.39137005e-05, -3.23254390e-05, 0.00000000e+00, 3.02260011e-01, 9.45412889e-02, 5.00000024e-04
2.99719989e-01, 9.45411846e-02, 5.00000024e-04, 1.19896643e-02, 9.74184275e-03, 9.51469038e-03, -3.42903295e-05, -3.26993395e-05, 0.00000000e+00, 2.99719989e-01, 9.45411846e-02, 5.00000024e-04
2.97179997e-01, 9.45410877e-02, 5.00000024e-04, 1.21563338e-02, 9.76724550e-03, 9.53965634e-03, -3.46743800e-05, -3.30810908e-05, 0.00000000e+00, 2.97179997e-01, 9.45410877e-02, 5.00000024e-04
2.94640005e-01, 9.45409834e-02, 5.00000024e-04, 1.23236468e-02, 9.79294907e-03, 9.56491660e-03, -3.50660084e-05, -3.34708493e-05, 0.00000000e+00, 2.94640005e-01, 9.45409834e-02, 5.00000024e-04
2.92100012e-01, 9.45408866e-02, 5.00000024e-04, 1.24916118e-02, 9.81895998e-03, 9.59048234e-03, -3.54653639e-05, -3.38688369e-05, 0.00000000e+00, 2.92100012e-01, 9.45408866e-02, 5.00000024e-04
2.89559990e-01, 9.45407823e-02, 5.00000024e-04, 1.26602361e-02, 9.84528475e-03, 9.61635448e-03, -3.58726029e-05, -3.42752501e-05, 0.00000000e+00, 2.89559990e-01, 9.45407823e-02, 5.00000024e-04
2.87019998e-01, 9.45406854e-02, 5.00000024e-04, 1.28295207e-02, 9.87192802e-03, 9.64254048e-03, -3.62878855e-05, -3.46902816e-05, 0.00000000e+00, 2.87019998e-01, 9.45406854e-02, 5.00000024e-04
2.84480006e-01, 9.45405811e-02, 5.00000024e-04, 1.29994778e-02, 9.89889540e-03, 9.66905244e-03, -3.67113971e-05, -3.51141935e-05, 0.00000000e+00, 2.84480006e-01, 9.45405811e-02, 5.00000024e-04
2.81940013e-01, 9.45404842e-02, 5.00000024e-04, 1.31701129e-02, 9.92619619e-03, 9.69588757e-03, -3.71433380e-05, -3.55471275e-05, 0.00000000e+00, 2.81940013e-01, 9.45404842e-02, 5.00000024e-04
2.79399991e-01, 9.45403799e-02, 5.00000024e-04, 1.33414362e-02, 9.95383598e-03, 9.72306263e-03, -3.75839336e-05, -3.59893966e-05, 0.00000000e+00, 2.79399991e-01, 9.45403799e-02, 5.00000024e-04
2.76859999e-01, 9.45402831e-02, 5.00000024e-04, 1.35134496e-02, 9.98182129e-03, 9.75058042e-03, -3.80334641e-05, -3.64412335e-05, 0.00000000e+00, 2.76859999e-01, 9.45402831e-02, 5.00000024e-04
2.74320006e-01, 9.45401788e-02, 5.00000024e-04, 1.36861643e-02, 1.00101596e-02, 9.77844559e-03, -3.84922532e-05, -3.69028749e-05, 0.00000000e+00, 2.74320006e-01, 9.45401788e-02, 5.00000024e-04
2.71780014e-01, 9.45400819e-02, 5.00000024e-04, 1.38595868e-02, 1.00388583e-02, 9.80666839e-03, -3.89606757e-05, -3.73746443e-05, 0.00000000e+00, 2.71780014e-01, 9.45400819e-02, 5.00000024e-04
2.69239992e-01, 9.45399776e-02, 5.00000024e-04, 1.40337264e-02, 1.00679249e-02, 9.83525813e-03, -3.94391936e-05, -3.78568911e-05, 0.00000000e+00, 2.69239992e-01, 9.45399776e-02, 5.00000024e-04
2.66700000e-01, 9.45398808e-02, 5.00000024e-04, 1.42085925e-02, 1.00973677e-02, 9.86421481e-03, -3.99283163e-05, -3.83499173e-05, 0.00000000e+00, 2.66700000e-01, 9.45398808e-02, 5.00000024e-04
2.64160007e-01, 9.45397764e-02, 5.00000024e-04, 1.43841943e-02, 1.01271952e-02, 9.89355333e-03, -4.04286147e-05, -3.88541303e-05, 0.00000000e+00, 2.64160007e-01, 9.45397764e-02, 5.00000024e-04
2.61619985e-01, 9.45396796e-02, 5.00000024e-04, 1.45605430e-02, 1.01574138e-02, 9.92328208e-03, -4.09406202e-05, -3.93699047e-05, 0.00000000e+00, 2.61619985e-01, 9.45396796e-02, 5.00000024e-04
2.59079993e-01, 9.45395753e-02, 5.00000024e-04, 1.47376508e-02, 1.01880329e-02, 9.95341223e-03, -4.14647511e-05, -3.98974553e-05, 0.00000000e+00, 2.59079993e-01, 9.45395753e-02, 5.00000024e-04
2.56540000e-01, 9.45394784e-02, 5.00000024e-04, 1.49155296e-02, 1.02190608e-02, 9.98394378e-03, -4.20010729e-05, -4.04367165e-05, 0.00000000e+00, 2.56540000e-01, 9.45394784e-02, 5.00000024e-04
2.54000008e-01, 9.45393741e-02, 5.00000024e-04, 1.50941936e-02, 1.02505051e-02, 1.00148879e-02, -4.25490471e-05, -4.09871609e-05, 0.00000000e+00, 2.54000008e-01, 9.45393741e-02, 5.00000024e-04
2.51459986e-01, 9.45392773e-02, 5.00000024e-04, 1.52736576e-02, 1.02823712e-02, 1.00462520e-02, -4.31072549e-05, -4.15475297e-05, 0.00000000e+00, 2.51459986e-01, 9.45392773e-02, 5.00000024e-04
2.48919994e-01, 9.45391729e-02, 5.00000024e-04, 1.54539263e-02, 1.03146685e-02, 1.00780409e-02, -4.36733717e-05, -4.21156801e-05, 0.00000000e+00, 2.48919994e-01, 9.45391729e-02, 5.00000024e-04
2.46380001e-01, 9.45390761e-02, 5.00000024e-04, 1.56350192e-02, 1.03474008e-02, 1.01102619e-02, -4.42452583e-05, -4.26895749e-05, 0.00000000e+00, 2.46380001e-01, 9.45390761e-02, 5.00000024e-04
2.43839994e-01, 9.45389718e-02, 5.00000024e-04, 1.58169605e-02, 1.03805754e-02, 1.01429271e-02, -4.48233404e-05, -4.32694324e-05, 0.00000000e+00, 2.43839994e-01, 9.45389718e-02, 5.00000024e-04
2.41300002e-01, 9.45388675e-02, 5.00000024e-04, 1.59997903e-02, 1.04141990e-02, 1.01760374e-02, -4.54113069e-05, -4.38584357e-05, 0.00000000e+00, 2.41300002e-01, 9.45388675e-02, 5.00000024e-04
2.38759995e-01, 9.45387706e-02, 5.00000024e-04, 1.61835309e-02, 1.04482770e-02, 1.02095995e-02, -4.60128140e-05, -4.44600846e-05, 0.00000000e+00, 2.38759995e-01, 9.45387706e-02, 5.00000024e-04
2.36220002e-01, 9.45386663e-02, 5.00000024e-04, 1.63682029e-02, 1.04828160e-02, 1.02436179e-02, -4.66290039e-05, -4.50759253e-05, 0.00000000e+00, 2.36220002e-01, 9.45386663e-02, 5.00000024e-04
2.33679995e-01, 9.45385695e-02, 5.00000024e-04, 1.65538080e-02, 1.05178244e-02, 1.02781048e-02, -4.72601387e-05, -4.57069109e-05, 0.00000000e+00, 2.33679995e-01, 9.45385695e-02, 5.00000024e-04
2.31140003e-01, 9.45384651e-02, 5.00000024e-04, 1.67403501e-02, 1.05533153e-02, 1.03130732e-02, -4.79080336e-05, -4.63551878e-05, 0.00000000e+00, 2.31140003e-01, 9.45384651e-02, 5.00000024e-04
2.28599995e-01, 9.45383683e-02, 5.00000024e-04, 1.69278309e-02, 1.05892997e-02, 1.03485286e-02, -4.85757919e-05, -4.70237865e-05, 0.00000000e+00, 2.28599995e-01, 9.45383683e-02, 5.00000024e-04
2.26060003e-01, 9.45382640e-02, 5.00000024e-04, 1.71162561e-02, 1.06257927e-02, 1.03844916e-02, -4.92643376e-05, -4.77138565e-05, 0.00000000e+00, 2.26060003e-01, 9.45382640e-02, 5.00000024e-04
2.23519996e-01, 9.45381671e-02, 5.00000024e-04, 1.73056182e-02, 1.06628053e-02, 1.04209743e-02, -4.99715898e-05, -4.84238408e-05, 0.00000000e+00, 2.23519996e-01, 9.45381671e-02, 5.00000024e-04
2.20980003e-01, 9.45380628e-02, 5.00000024e-04, 1.74959078e-02, 1.07003525e-02, 1.04579953e-02, -5.06959150e-05, -4.91522915e-05, 0.00000000e+00, 2.20980003e-01, 9.45380628e-02, 5.00000024e-04
2.18439996e-01, 9.45379660e-02, 5.00000024e-04, 1.76871289e-02, 1.07384520e-02, 1.04955658e-02, -5.14381900e-05, -4.98995505e-05, 0.00000000e+00, 2.18439996e-01, 9.45379660e-02, 5.00000024e-04
2.15900004e-01, 9.45378616e-02, 5.00000024e-04, 1.78792905e-02, 1.07771158e-02, 1.05336942e-02, -5.22012378e-05, -5.06675970e-05, 0.00000000e+00, 2.15900004e-01, 9.45378616e-02, 5.00000024e-04
2.13359997e-01, 9.45377648e-02, 5.00000024e-04, 1.80724189e-02, 1.08163618e-02, 1.05724018e-02, -5.29890785e-05, -5.14595849e-05, 0.00000000e+00, 2.13359997e-01, 9.45377648e-02, 5.00000024e-04
2.10820004e-01, 9.45376605e-02, 5.00000024e-04, 1.82665251e-02, 1.08562037e-02, 1.06117101e-02, -5.38063541e-05, -5.22792434e-05, 0.00000000e+00, 2.10820004e-01, 9.45376605e-02, 5.00000024e-04
2.08279997e-01, 9.45375636e-02, 5.00000024e-04, 1.84616465e-02, 1.08966576e-02, 1.06516359e-02, -5.46580413e-05, -5.31306941e-05, 0.00000000e+00, 2.08279997e-01, 9.45375636e-02, 5.00000024e-04
2.05740005e-01, 9.45374593e-02, 5.00000024e-04, 1.86577905e-02, 1.09377429e-02, 1.06921857e-02, -5.55494844e-05, -5.40183792e-05, 0.00000000e+00, 2.05740005e-01, 9.45374593e-02, 5.00000024e-04
2.03199998e-01, 9.45373625e-02, 5.00000024e-04, 1.88549813e-02, 1.09794764e-02, 1.07333893e-02, -5.64863258e-05, -5.49471733e-05, 0.00000000e+00, 2.03199998e-01, 9.45373625e-02, 5.00000024e-04
2.00660005e-01, 9.45372581e-02, 5.00000024e-04, 1.90532375e-02, 1.10218786e-02, 1.07752662e-02, -5.74723745e-05, -5.59202417e-05, 0.00000000e+00, 2.00660005e-01, 9.45372581e-02, 5.00000024e-04
1.98119998e-01, 9.45371613e-02, 5.00000024e-04, 1.92525983e-02, 1.10649606e-02, 1.08178286e-02, -5.85059242e-05, -5.69362383e-05, 0.00000000e+00, 1.98119998e-01, 9.45371613e-02, 5.00000024e-04
1.95580006e-01, 9.45370570e-02, 5.00000024e-04, 1.94530804e-02, 1.11087402e-02, 1.08610857e-02, -5.95794554e-05, -5.79889202e-05, 0.00000000e+00, 1.95580006e-01, 9.45370570e-02, 5.00000024e-04
1.93039998e-01, 9.45369601e-02, 5.00000024e-04, 1.96546838e-02, 1.11532323e-02, 1.09050618e-02, -6.06873837e-05, -5.90732889e-05, 0.00000000e+00, 1.93039998e-01, 9.45369601e-02, 5.00000024e-04
1.90500006e-01, 9.45368558e-02, 5.00000024e-04, 1.98574085e-02, 1.11984564e-02, 1.09497784e-02, -6.18307167e-05, -6.01891697e-05, 0.00000000e+00, 1.90500006e-01, 9.45368558e-02, 5.00000024e-04
1.87959999e-01, 9.45367590e-02, 5.00000024e-04, 2.00612824e-02, 1.12444311e-02, 1.09952511e-02, -6.30150316e-05, -6.13396260e-05, 0.00000000e+00, 1.87959999e-01, 9.45367590e-02, 5.00000024e-04
1.85420007e-01, 9.45366547e-02, 5.00000024e-04, 2.02663541e-02, 1.12911779e-02, 1.10414997e-02, -6.42521045e-05, -6.25331522e-05, 0.00000000e+00, 1.85420007e-01, 9.45366547e-02, 5.00000024e-04
1.82879999e-01, 9.45365578e-02, 5.00000024e-04, 2.04728246e-02, 1.13387043e-02, 1.10885426e-02, -6.55553085e-05, -6.37808698e-05, 0.00000000e+00, 1.82879999e-01, 9.45365578e-02, 5.00000024e-04
1.80340007e-01, 9.45364535e-02, 5.00000024e-04, 2.06807740e-02, 1.13870138e-02, 1.11363819e-02, -6.69270012e-05, -6.50871443e-05, 0.00000000e+00, 1.80340007e-01, 9.45364535e-02, 5.00000024e-04
1.77800000e-01, 9.45363566e-02, 5.00000024e-04, 2.08901241e-02, 1.14361281e-02, 1.11850323e-02, -6.83609469e-05, -6.64488325e-05, 0.00000000e+00, 1.77800000e-01, 9.45363566e-02, 5.00000024e-04
1.75260007e-01, 9.45362523e-02, 5.00000024e-04, 2.11008564e-02, 1.14860749e-02, 1.12345340e-02, -6.98521108e-05, -6.78618671e-05, 0.00000000e+00, 1.75260007e-01, 9.45362523e-02, 5.00000024e-04
1.72720000e-01, 9.45361555e-02, 5.00000024e-04, 2.13129874e-02, 1.15368785e-02, 1.12849055e-02, -7.13982008e-05, -6.93239926e-05, 0.00000000e+00, 1.72720000e-01, 9.45361555e-02, 5.00000024e-04
1.70179993e-01, 9.45360512e-02, 5.00000024e-04, 2.15265676e-02, 1.15885604e-02, 1.13361673e-02, -7.30005559e-05, -7.08359075e-05, 0.00000000e+00, 1.70179993e-01, 9.45360512e-02, 5.00000024e-04
1.67640001e-01, 9.45359543e-02, 5.00000024e-04, 2.17416622e-02, 1.16411410e-02, 1.13883531e-02, -7.46653968e-05, -7.24031561e-05, 0.00000000e+00, 1.67640001e-01, 9.45359543e-02, 5.00000024e-04
1.65099993e-01, 9.45358500e-02, 5.00000024e-04, 2.19583269e-02, 1.16946474e-02, 1.14414869e-02, -7.64002107e-05, -7.40329560e-05, 0.00000000e+00, 1.65099993e-01, 9.45358500e-02, 5.00000024e-04
1.62560001e-01, 9.45357457e-02, 5.00000024e-04, 2.21765861e-02, 1.17491046e-02, 1.14955911e-02, -7.82044735e-05, -7.57257076e-05, 0.00000000e+00, 1.62560001e-01, 9.45357457e-02, 5.00000024e-04
1.60019994e-01, 9.45356488e-02, 5.00000024e-04, 2.23964807e-02, 1.18045369e-02, 1.15506947e-02, -8.00746566e-05, -7.74791843e-05, 0.00000000e+00, 1.60019994e-01, 9.45356488e-02, 5.00000024e-04
1.57480001e-01, 9.45355445e-02, 5.00000024e-04, 2.26180423e-02, 1.18609685e-02, 1.16068237e-02, -8.20113783e-05, -7.92945939e-05, 0.00000000e+00, 1.57480001e-01, 9.45355445e-02, 5.00000024e-04
1.54939994e-01, 9.45354477e-02, 5.00000024e-04, 2.28413194e-02, 1.19184256e-02, 1.16640124e-02, -8.40165303e-05, -8.11742284e-05, 0.00000000e+00, 1.54939994e-01, 9.45354477e-02, 5.00000024e-04
1.52400002e-01, 9.45353433e-02, 5.00000024e-04, 2.30663549e-02, 1.19769331e-02, 1.17222872e-02, -8.60929285e-05, -8.31210709e-05, 0.00000000e+00, 1.52400002e-01, 9.45353433e-02, 5.00000024e-04
1.49859995e-01, 9.45352465e-02, 5.00000024e-04, 2.32931767e-02, 1.20365163e-02, 1.17816729e-02, -8.82435270e-05, -8.51382356e-05, 0.00000000e+00, 1.49859995e-01, 9.45352465e-02, 5.00000024e-04
1.47320002e-01, 9.45351422e-02, 5.00000024e-04, 2.35218164e-02, 1.20972041e-02, 1.18422015e-02, -9.04709959e-05, -8.72284800e-05, 0.00000000e+00, 1.47320002e-01, 9.45351422e-02, 5.00000024e-04
1.44779995e-01, 9.45350453e-02, 5.00000024e-04, 2.37522796e-02, 1.21590234e-02, 1.19039062e-02, -9.27770598e-05, -8.93935357e-05, 0.00000000e+00, 1.44779995e-01, 9.45350453e-02, 5.00000024e-04
1.42240003e-01, 9.45349410e-02, 5.00000024e-04, 2.39845794e-02, 1.22220060e-02, 1.19668236e-02, -9.51621842e-05, -9.16338686e-05, 0.00000000e+00, 1.42240003e-01, 9.45349410e-02, 5.00000024e-04
1.39699996e-01, 9.45348442e-02, 5.00000024e-04, 2.42187101e-02, 1.22861788e-02, 1.20309843e-02, -9.76252340e-05, -9.39481470e-05, 0.00000000e+00, 1.39699996e-01, 9.45348442e-02, 5.00000024e-04
1.37160003e-01, 9.45347399e-02, 5.00000024e-04, 2.44546253e-02, 1.23515762e-02, 1.20964227e-02, -1.00162724e-04, -9.63326820e-05, 0.00000000e+00, 1.37160003e-01, 9.45347399e-02, 5.00000024e-04
1.34619996e-01, 9.45346430e-02, 5.00000024e-04, 2.46922653e-02, 1.24182291e-02, 1.21631781e-02, -1.02767895e-04, -9.87803651e-05, 0.00000000e+00, 1.34619996e-01, 9.45346430e-02, 5.00000024e-04
1.32080004e-01, 9.45345387e-02, 5.00000024e-04, 2.49314848e-02, 1.24861719e-02, 1.22312903e-02, -1.05429710e-04, -1.01279351e-04, 0.00000000e+00, 1.32080004e-01, 9.45345387e-02, 5.00000024e-04
1.29539996e-01, 9.45344418e-02, 5.00000024e-04, 2.51721088e-02, 1.25554400e-02, 1.23007977e-02, -1.08132990e-04, -1.03813109e-04, 0.00000000e+00, 1.29539996e-01, 9.45344418e-02, 5.00000024e-04
1.27000004e-01, 9.45343375e-02, 5.00000024e-04, 2.54141036e-02, 1.26260594e-02, 1.23717319e-02, -1.10863984e-04, -1.06366031e-04, 0.00000000e+00, 1.27000004e-01, 9.45343375e-02, 5.00000024e-04
1.24459997e-01, 9.45342407e-02, 5.00000024e-04, 2.56576352e-02, 1.26980338e-02, 1.24441059e-02, -1.13619615e-04, -1.08934466e-04, 0.00000000e+00, 1.24459997e-01, 9.45342407e-02, 5.00000024e-04
1.21919997e-01, 9.45341364e-02, 5.00000024e-04, 2.59027779e-02, 1.27713634e-02, 1.25179328e-02, -1.16407376e-04, -1.11527894e-04, 0.00000000e+00, 1.21919997e-01, 9.45341364e-02, 5.00000024e-04
1.19379997e-01, 9.45340395e-02, 5.00000024e-04, 2.61493623e-02, 1.28460741e-02, 1.25932340e-02, -1.19243872e-04, -1.14166105e-04, 0.00000000e+00, 1.19379997e-01, 9.45340395e-02, 5.00000024e-04
1.16839997e-01, 9.45339352e-02, 5.00000024e-04, 2.63971779e-02, 1.29222013e-02, 1.26700588e-02, -1.22159836e-04, -1.16882642e-04, 0.00000000e+00, 1.16839997e-01, 9.45339352e-02, 5.00000024e-04
